id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1257,42,management,married,secondary,no,70796,yes,no,cellular,30,mar,826,3,686,3,other,0
1258,48,technician,single,tertiary,no,15124,no,yes,cellular,7,jul,158,2,327,0,unknown,0
1259,32,blue-collar,married,secondary,no,82146,yes,no,cellular,3,jan,24,1,813,0,failure,0
1260,34,blue-collar,single,secondary,no,55099,yes,no,unknown,15,may,345,2,23,0,unknown,0
1261,32,services,married,secondary,no,35356,yes,no,cellular,27,may,345,1,593,0,unknown,0
1262,32,services,single,secondary,no,40184,yes,no,cellular,8,apr,101,1,1,0,failure,0
1263,49,management,married,tertiary,no,69971,no,no,cellular,30,jan,14,2,330,0,unknown,0
1264,33,technician,married,secondary,no,38008,yes,no,cellular,27,may,345,1,210,0,unknown,0
1265,35,management,married,secondary,no,16079,yes,no,cellular,27,may,345,1,214,0,unknown,0
1266,33,unemployed,single,tertiary,no,59010,yes,no,cellular,23,may,138,2,228,2,success,1
1267,35,technician,divorced,primary,no,-2381,no,yes,cellular,7,jul,1023,3,751,0,unknown,0
1268,35,management,married,secondary,no,34987,no,no,cellular,2,jun,184,1,19,0,unknown,0
1269,31,blue-collar,married,secondary,no,-3432,yes,no,unknown,23,may,345,1,814,0,unknown,0
1270,31,management,married,tertiary,no,-4994,yes,no,cellular,18,aug,158,1,435,0,unknown,0
1271,35,technician,married,secondary,no,94239,yes,no,unknown,2,jun,87,1,399,0,unknown,0
1272,40,admin.,single,secondary,no,34673,no,no,cellular,17,jul,158,1,179,0,unknown,0
1273,32,services,single,tertiary,no,2703,no,no,cellular,26,feb,101,2,701,2,failure,0
1274,42,unemployed,married,secondary,no,29284,yes,no,cellular,26,feb,101,1,654,0,failure,0
1275,32,technician,married,secondary,no,7271,yes,no,unknown,7,may,340,1,658,0,unknown,0
1276,35,services,married,secondary,no,68502,yes,no,cellular,27,may,345,2,560,0,unknown,0
1277,35,blue-collar,married,secondary,no,79293,yes,no,unknown,2,jun,184,1,588,0,unknown,0
1278,34,blue-collar,married,secondary,no,51105,yes,no,cellular,27,may,345,1,639,0,unknown,0
1279,32,admin.,married,secondary,no,54711,yes,no,cellular,6,may,101,1,131,0,failure,0
1280,30,self-employed,married,tertiary,no,89834,no,yes,unknown,2,jun,177,2,546,0,unknown,0
1281,32,admin.,single,secondary,no,-5911,yes,no,cellular,7,jul,271,1,431,0,unknown,0
1282,45,technician,married,secondary,no,-6032,yes,no,cellular,7,jul,158,1,723,0,unknown,0
1283,49,services,married,secondary,no,24490,yes,no,unknown,23,may,152,2,866,0,unknown,0
1284,31,blue-collar,married,primary,no,24233,no,no,cellular,22,aug,158,1,125,0,unknown,0
1285,30,retired,married,secondary,no,41095,no,no,cellular,3,feb,158,1,75,0,unknown,0
1286,31,blue-collar,single,secondary,no,89766,yes,no,unknown,30,may,152,1,425,0,unknown,0
1287,29,entrepreneur,single,tertiary,no,28259,no,no,cellular,3,jun,177,1,833,0,unknown,0
1288,35,entrepreneur,married,secondary,no,68098,yes,no,unknown,2,jun,184,1,560,0,unknown,0
1289,34,blue-collar,married,secondary,no,77574,yes,no,cellular,12,jun,87,1,326,1,failure,0
1290,57,technician,married,secondary,no,15116,no,no,cellular,18,aug,48,1,22,0,unknown,0
1291,34,blue-collar,married,primary,no,45452,yes,no,unknown,15,may,345,2,824,0,unknown,0
1292,31,blue-collar,single,secondary,no,86302,yes,no,cellular,6,apr,24,1,230,0,failure,0
1293,39,management,single,tertiary,no,69345,yes,no,cellular,21,nov,184,1,184,0,unknown,0
1294,32,technician,single,secondary,no,679,no,no,cellular,4,mar,101,2,387,0,failure,0
1295,49,blue-collar,married,primary,no,54150,no,no,telephone,3,feb,158,2,130,0,unknown,0
1296,48,self-employed,married,unknown,no,45534,yes,no,cellular,26,feb,14,1,844,0,unknown,0
1297,30,technician,single,secondary,no,12851,yes,no,unknown,16,may,345,1,339,0,unknown,0
1298,30,technician,divorced,primary,no,63191,yes,no,telephone,18,nov,14,3,99,0,unknown,0
1299,31,technician,married,secondary,no,1022,no,yes,unknown,2,jun,67,2,525,0,unknown,0
1300,27,admin.,single,secondary,no,100531,no,no,unknown,16,may,152,1,312,0,unknown,0
1301,30,management,single,tertiary,no,43893,yes,no,cellular,27,may,121,3,3,0,unknown,0
1302,30,self-employed,single,tertiary,no,71289,no,no,cellular,7,jul,66,1,148,0,unknown,0
1303,34,admin.,divorced,secondary,no,57314,yes,no,cellular,3,apr,117,3,718,0,unknown,0
1304,60,management,married,primary,no,30099,no,no,cellular,30,jun,177,1,65,0,unknown,0
1305,35,blue-collar,single,secondary,no,96111,yes,no,cellular,20,may,351,2,240,0,failure,0
1306,34,blue-collar,single,secondary,no,38127,yes,no,cellular,18,aug,72,4,827,0,unknown,0
1307,32,admin.,married,secondary,no,-6369,yes,no,cellular,27,may,121,1,50,0,unknown,0
1308,35,technician,single,secondary,no,75894,yes,no,cellular,13,jul,271,1,377,0,unknown,0
1309,43,management,married,tertiary,no,10899,no,no,cellular,18,aug,158,1,711,0,unknown,1
1310,27,admin.,married,secondary,no,95791,yes,no,cellular,27,may,345,1,361,0,unknown,0
1311,39,admin.,married,tertiary,no,65008,no,no,unknown,2,jun,87,1,47,0,unknown,0
1312,34,services,married,secondary,no,44344,yes,no,cellular,12,may,345,1,129,0,unknown,0
1313,37,management,married,tertiary,no,10851,no,no,cellular,18,aug,158,2,32,0,unknown,0
1314,30,technician,single,tertiary,no,90051,no,no,cellular,21,aug,158,2,627,0,unknown,0
1315,53,retired,married,primary,no,99010,no,no,cellular,30,may,14,1,286,0,unknown,1
1316,31,blue-collar,single,secondary,no,88668,yes,no,unknown,15,may,345,1,81,0,unknown,0
1317,36,admin.,divorced,primary,no,53119,yes,no,unknown,2,jun,177,2,239,0,unknown,0
1318,30,services,married,secondary,no,22269,yes,no,unknown,2,jun,87,1,561,0,unknown,0
1319,31,technician,single,secondary,no,18641,yes,no,unknown,15,may,152,1,98,0,unknown,0
1320,30,blue-collar,single,secondary,no,38907,no,no,cellular,14,jul,158,2,137,0,unknown,0
1321,29,management,single,tertiary,no,7837,no,no,cellular,13,aug,158,2,114,0,unknown,0
1322,31,admin.,single,secondary,no,38823,yes,no,cellular,18,nov,158,1,693,0,unknown,0
1323,34,blue-collar,married,secondary,no,98080,yes,no,cellular,27,may,345,1,681,0,unknown,0
1324,31,blue-collar,married,secondary,no,5531,yes,no,telephone,30,apr,14,1,191,0,other,0
1325,35,technician,married,secondary,no,87977,yes,no,unknown,26,may,245,2,142,0,unknown,0
1326,32,blue-collar,married,secondary,no,97269,yes,no,unknown,26,may,245,2,-1,0,unknown,0
1327,36,housemaid,married,primary,no,68733,no,no,cellular,17,aug,158,1,559,0,unknown,0
1328,31,technician,single,secondary,no,73706,no,no,cellular,20,apr,158,2,812,0,unknown,0
1329,30,student,single,unknown,no,60830,no,no,cellular,27,may,177,1,529,0,unknown,0
1330,51,blue-collar,single,secondary,no,47956,yes,yes,cellular,7,jul,271,4,733,0,unknown,0
1331,30,management,married,tertiary,no,21185,yes,no,unknown,26,may,345,1,495,0,unknown,0
1332,31,services,married,secondary,no,62957,yes,no,cellular,27,may,121,1,632,0,unknown,0
1333,30,admin.,single,secondary,no,16862,yes,no,unknown,2,jun,184,1,395,0,unknown,0
1334,35,technician,divorced,tertiary,no,7049,yes,yes,unknown,2,jun,117,2,387,0,unknown,0
1335,60,housemaid,married,unknown,no,74511,no,no,cellular,8,jul,1347,2,265,0,unknown,0
1336,32,entrepreneur,married,tertiary,no,52017,yes,no,unknown,2,jun,177,1,365,0,unknown,0
1337,39,management,married,tertiary,no,96890,yes,no,cellular,27,may,345,2,44,0,unknown,0
1338,32,management,single,tertiary,no,85164,yes,yes,cellular,8,apr,101,1,271,0,unknown,0
1339,48,technician,divorced,secondary,no,-1253,no,yes,cellular,7,jul,69,4,114,0,unknown,0
1340,56,technician,married,secondary,no,61355,no,yes,unknown,25,may,152,2,673,0,unknown,0
1341,43,management,married,tertiary,no,64472,no,no,cellular,17,apr,101,3,59,2,failure,0
1342,32,unemployed,single,secondary,no,7212,yes,no,cellular,3,feb,101,1,585,2,failure,0
1343,30,student,single,secondary,no,73469,no,no,cellular,21,nov,158,2,735,0,unknown,0
1344,35,technician,married,secondary,no,41467,yes,yes,cellular,11,aug,158,2,476,0,unknown,0
1345,35,blue-collar,married,secondary,no,59915,yes,no,cellular,27,may,345,1,730,0,unknown,0
1346,48,technician,married,secondary,no,68846,no,no,unknown,2,jun,117,2,87,0,unknown,0
1347,35,management,married,secondary,no,7335,yes,no,cellular,27,may,345,1,123,0,unknown,0
1348,35,blue-collar,married,secondary,no,51302,yes,no,cellular,27,may,1045,1,340,0,unknown,0
1349,30,services,married,secondary,no,54872,no,no,unknown,2,jun,319,1,27,0,unknown,0
1350,42,entrepreneur,married,tertiary,no,-434,yes,no,cellular,6,may,101,1,63,0,failure,0
1351,32,admin.,married,tertiary,no,76201,yes,no,cellular,21,nov,158,4,29,0,unknown,0
1352,30,self-employed,single,secondary,no,86888,no,no,cellular,27,may,14,1,584,0,unknown,0
1353,30,self-employed,married,tertiary,no,35137,no,no,telephone,29,may,14,3,868,0,unknown,0
1354,34,management,single,tertiary,no,74420,yes,no,unknown,16,may,658,2,677,0,unknown,0
1355,31,admin.,married,secondary,no,74296,yes,no,cellular,27,may,345,1,675,0,unknown,0
1356,43,technician,married,tertiary,no,8276,yes,yes,cellular,4,aug,87,2,340,0,unknown,0
1357,31,management,married,tertiary,no,30978,no,no,cellular,18,aug,158,2,701,0,unknown,1
1358,32,blue-collar,single,secondary,no,27964,yes,no,cellular,27,may,121,2,772,0,unknown,0
1359,32,technician,single,tertiary,no,23879,no,no,cellular,20,sep,154,4,805,0,unknown,0
1360,49,services,married,tertiary,no,41029,no,no,cellular,21,nov,158,4,423,0,unknown,0
1361,32,admin.,single,secondary,no,70332,yes,no,unknown,16,may,152,1,444,0,unknown,0
1362,35,management,divorced,tertiary,no,4949,no,no,cellular,12,may,82,1,702,0,success,0
1363,34,technician,married,secondary,no,70398,yes,no,unknown,16,may,658,2,670,0,unknown,0
1364,29,student,single,secondary,no,41659,no,no,cellular,17,apr,101,1,360,2,failure,1
1365,60,unemployed,married,secondary,no,75080,no,no,cellular,26,aug,158,1,196,0,unknown,1
1366,33,blue-collar,married,secondary,no,51729,yes,no,cellular,27,may,1045,3,623,0,unknown,0
1367,36,entrepreneur,married,secondary,no,54752,yes,yes,unknown,2,jun,87,4,236,0,unknown,0
1368,30,admin.,married,tertiary,no,26950,no,no,cellular,7,jul,158,1,644,0,unknown,0
1369,33,management,single,tertiary,no,50935,no,no,cellular,26,feb,158,1,566,0,unknown,0
1370,31,services,married,secondary,no,33210,no,yes,unknown,16,may,152,2,240,0,unknown,0
1371,27,self-employed,married,primary,no,91897,no,no,cellular,19,aug,48,4,837,0,unknown,0
1372,48,services,single,unknown,no,1613,no,no,cellular,17,jul,158,2,337,0,unknown,0
1373,37,technician,married,tertiary,no,15210,yes,yes,unknown,2,jun,1074,1,403,0,unknown,0
1374,31,management,divorced,secondary,no,38446,yes,yes,unknown,16,may,138,3,429,0,unknown,0
1375,33,management,single,tertiary,no,43678,no,no,unknown,16,may,248,2,548,0,unknown,0
1376,31,blue-collar,married,primary,no,14358,yes,no,unknown,26,may,658,2,180,0,unknown,0
1377,33,admin.,married,secondary,no,53374,yes,no,cellular,27,may,345,1,370,0,unknown,0
1378,36,blue-collar,married,primary,no,102057,no,no,cellular,18,jul,158,1,186,0,unknown,0
1379,39,blue-collar,married,primary,no,1334,no,no,cellular,27,may,87,2,463,0,unknown,1
1380,32,entrepreneur,single,secondary,no,49289,no,no,cellular,21,nov,14,1,112,0,unknown,0
1381,34,blue-collar,married,secondary,no,29849,yes,no,cellular,27,may,345,1,494,0,unknown,0
1382,30,entrepreneur,married,tertiary,no,96378,yes,no,cellular,17,jul,271,1,730,0,unknown,0
1383,31,technician,single,secondary,no,22661,yes,no,unknown,26,may,121,4,707,0,unknown,0
1384,35,management,married,secondary,no,28676,yes,no,cellular,27,may,345,1,193,0,unknown,0
1385,30,management,married,tertiary,no,62674,no,no,unknown,18,may,48,2,207,0,unknown,0
1386,48,unemployed,divorced,primary,no,80127,yes,no,cellular,17,apr,121,1,732,0,unknown,0
1387,34,management,married,secondary,no,44099,yes,no,cellular,27,may,345,2,637,0,unknown,0
1388,31,blue-collar,single,secondary,no,52618,yes,no,cellular,7,jul,271,4,275,0,unknown,0
1389,33,blue-collar,married,primary,no,57351,yes,no,unknown,2,jun,1074,3,33,0,unknown,0
1390,53,unemployed,married,primary,no,3503,no,no,cellular,9,nov,158,1,435,0,unknown,1
1391,33,management,married,tertiary,no,79892,yes,no,telephone,3,apr,82,2,739,0,unknown,0
1392,35,retired,married,secondary,no,4852,yes,no,cellular,7,may,101,2,489,0,failure,0
1393,57,services,divorced,primary,no,9511,yes,no,cellular,12,may,121,2,587,0,other,0
1394,37,technician,married,tertiary,no,7133,no,yes,cellular,17,jul,43,4,616,0,unknown,0
1395,36,blue-collar,single,secondary,no,101776,no,no,cellular,20,jul,158,2,93,0,unknown,0
1396,30,management,single,tertiary,no,65627,no,no,unknown,30,jun,152,1,793,0,unknown,0
1397,31,services,married,secondary,no,40755,yes,no,cellular,27,may,345,1,440,0,unknown,0
1398,33,management,married,secondary,no,2222,yes,no,cellular,27,may,345,1,869,0,unknown,0
1399,30,blue-collar,married,tertiary,no,36927,yes,no,unknown,30,may,152,1,503,0,unknown,0
1400,58,technician,married,tertiary,no,85770,no,no,cellular,17,jul,158,4,461,0,unknown,0
1401,57,retired,married,primary,no,33282,no,no,cellular,14,aug,158,3,843,0,unknown,0
1402,39,management,married,tertiary,no,32500,no,no,cellular,18,aug,48,4,75,0,unknown,0
1403,33,blue-collar,married,secondary,no,2138,yes,no,cellular,27,may,1045,1,350,0,unknown,0
1404,29,admin.,single,unknown,no,14287,yes,no,cellular,17,jul,43,4,167,0,unknown,0
1405,35,technician,married,secondary,no,25501,no,no,cellular,3,feb,158,1,328,0,unknown,1
1406,34,technician,married,secondary,no,-19,yes,no,cellular,27,may,345,1,45,0,unknown,0
1407,30,blue-collar,married,primary,no,61986,no,no,telephone,3,apr,158,1,715,0,unknown,0
1408,42,technician,married,tertiary,no,563,no,yes,cellular,28,jul,69,1,806,0,unknown,0
1409,34,blue-collar,married,secondary,no,19637,yes,no,cellular,27,may,345,2,458,0,unknown,0
1410,31,admin.,single,secondary,no,16607,yes,no,cellular,18,aug,225,2,626,0,unknown,0
1411,31,technician,divorced,secondary,no,-4576,no,no,cellular,18,aug,48,1,24,0,unknown,0
1412,29,management,married,tertiary,no,11304,yes,yes,cellular,7,jul,158,2,464,0,unknown,0
1413,33,admin.,married,secondary,no,61401,no,no,unknown,20,jun,158,2,283,0,unknown,0
1414,31,admin.,married,secondary,no,25599,yes,no,cellular,21,nov,87,1,521,0,unknown,0
1415,35,blue-collar,married,secondary,no,100641,yes,no,cellular,27,may,345,1,671,0,unknown,0
1416,33,blue-collar,divorced,secondary,no,61352,no,no,cellular,21,nov,826,1,676,1,other,0
1417,29,services,single,secondary,no,50373,yes,no,unknown,26,may,245,2,621,0,unknown,0
1418,32,unemployed,married,secondary,no,78807,no,no,cellular,3,may,101,2,495,2,failure,0
1419,35,technician,married,tertiary,no,32581,yes,yes,cellular,17,aug,158,3,765,0,unknown,0
1420,37,blue-collar,divorced,secondary,no,33400,yes,no,cellular,30,jan,826,1,682,0,failure,0
1421,58,self-employed,single,secondary,no,6669,no,no,cellular,7,jul,158,3,420,0,unknown,0
1422,31,services,divorced,secondary,no,101905,yes,no,unknown,23,may,152,3,743,0,unknown,0
1423,27,services,married,secondary,no,11226,yes,no,unknown,26,may,345,4,324,0,unknown,0
1424,34,blue-collar,single,secondary,no,2430,no,no,cellular,28,jun,177,2,832,0,unknown,0
1425,43,admin.,married,secondary,no,33717,yes,yes,cellular,4,feb,158,4,148,0,unknown,0
1426,37,management,married,tertiary,no,26977,no,no,unknown,20,jun,177,2,299,0,unknown,0
1427,31,technician,single,tertiary,no,43829,no,yes,cellular,9,jul,14,1,339,0,unknown,0
1428,37,blue-collar,married,secondary,no,34942,yes,no,cellular,2,jun,184,1,803,0,unknown,0
1429,31,blue-collar,married,secondary,no,89641,yes,no,unknown,15,may,152,1,753,0,unknown,0
1430,30,services,married,secondary,no,100182,no,no,cellular,20,aug,48,3,306,0,unknown,0
1431,31,admin.,married,secondary,no,42590,yes,no,cellular,18,aug,158,4,865,0,unknown,0
1432,31,services,divorced,secondary,no,62592,no,no,cellular,21,nov,87,2,76,1,other,0
1433,39,blue-collar,single,secondary,no,79126,no,no,unknown,20,jun,67,1,183,0,unknown,0
1434,36,blue-collar,married,primary,no,301,no,no,cellular,3,apr,72,2,312,0,unknown,0
1435,29,self-employed,married,tertiary,no,11727,no,no,telephone,21,nov,158,1,683,0,unknown,0
1436,30,housemaid,single,secondary,no,62799,no,no,cellular,14,jul,158,4,105,0,unknown,1
1437,34,services,married,secondary,no,37554,yes,no,cellular,11,jul,69,4,352,0,unknown,0
1438,45,management,married,tertiary,no,56136,yes,no,cellular,18,aug,177,1,399,0,unknown,0
1439,31,self-employed,single,tertiary,no,43364,no,no,cellular,8,jul,158,2,733,0,unknown,0
1440,34,services,married,secondary,no,4996,yes,no,cellular,15,may,345,2,744,0,unknown,0
1441,34,blue-collar,married,secondary,no,61412,yes,no,cellular,27,may,345,1,289,0,unknown,0
1442,35,retired,single,tertiary,no,2535,yes,no,cellular,27,may,121,3,186,0,unknown,0
1443,33,management,married,secondary,no,19763,yes,no,cellular,8,may,345,1,611,0,unknown,0
1444,30,self-employed,married,tertiary,no,48028,no,no,cellular,7,jul,158,4,91,0,unknown,0
1445,31,blue-collar,single,secondary,no,97121,yes,yes,cellular,27,may,121,2,659,0,unknown,0
1446,31,blue-collar,married,unknown,no,67126,yes,no,cellular,20,apr,82,4,564,0,unknown,0
1447,33,management,married,secondary,no,59506,no,no,cellular,28,may,132,2,757,0,other,0
1448,35,technician,divorced,primary,no,91000,no,yes,cellular,28,jul,121,2,843,0,unknown,0
1449,32,blue-collar,married,secondary,no,27585,no,yes,cellular,7,jul,271,1,361,0,unknown,0
1450,31,blue-collar,married,secondary,no,87667,yes,no,cellular,27,may,345,2,334,0,unknown,0
1451,33,blue-collar,married,secondary,no,18108,yes,no,unknown,15,may,345,2,415,0,unknown,0
1452,57,technician,married,secondary,no,64060,no,no,cellular,22,aug,158,2,455,0,unknown,0
1453,35,technician,married,tertiary,no,33269,yes,no,cellular,18,aug,177,4,348,0,unknown,0
1454,60,management,married,tertiary,no,-2388,yes,no,cellular,7,jul,271,2,223,0,unknown,0
1455,31,services,married,secondary,no,35474,yes,no,cellular,27,may,345,1,432,0,unknown,0
1456,35,management,married,secondary,no,57610,yes,no,cellular,27,may,345,1,26,0,unknown,0
1457,47,technician,married,tertiary,no,64950,no,no,unknown,20,jun,177,1,557,0,unknown,0
1458,35,blue-collar,married,secondary,no,25505,yes,no,cellular,27,may,345,1,112,0,unknown,0
1459,32,admin.,single,secondary,no,37602,yes,no,cellular,11,nov,101,2,266,0,failure,0
1460,27,blue-collar,married,secondary,no,12598,yes,yes,unknown,26,may,245,1,84,0,unknown,0
1461,31,management,married,tertiary,no,78876,yes,no,cellular,12,may,24,1,852,0,failure,0
1462,32,management,married,tertiary,no,24244,yes,no,cellular,3,apr,104,1,200,0,other,0
1463,35,technician,married,secondary,no,24940,yes,no,cellular,17,apr,121,1,767,0,unknown,0
1464,28,entrepreneur,single,secondary,no,11889,no,no,cellular,3,feb,101,1,611,0,failure,0
1465,30,admin.,single,secondary,no,96655,no,no,cellular,27,may,121,1,652,0,unknown,0
1466,27,blue-collar,single,secondary,no,82021,no,no,unknown,26,may,152,1,52,0,unknown,0
1467,35,management,married,tertiary,no,39199,yes,no,cellular,12,nov,351,2,621,0,failure,0
1468,37,blue-collar,married,primary,no,37979,yes,no,cellular,27,may,177,1,129,0,unknown,0
1469,31,services,single,secondary,no,56047,yes,no,cellular,17,jul,271,1,847,0,unknown,0
